0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.699999999999999956e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.699999999999999956e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.200000000000000178e+00
0.000000000000000000e+00 1.600000000000000089e+00 2.399999999999999911e+00
0.000000000000000000e+00 1.699999999999999956e+00 2.200000000000000178e+00
0.000000000000000000e+00 1.699999999999999956e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.699999999999999956e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.600000000000000089e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.600000000000000089e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.699999999999999956e+00 0.000000000000000000e+00
1.550000000000000044e+00 1.699999999999999956e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.600000000000000089e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.699999999999999956e+00 2.200000000000000178e+00
0.000000000000000000e+00 1.600000000000000089e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000089e+00 0.000000000000000000e+00 1.800000000000000044e+00
1.550000000000000044e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.699999999999999956e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.699999999999999956e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.600000000000000089e+00 2.000000000000000000e+00
1.649999999999999911e+00 0.000000000000000000e+00 1.800000000000000044e+00
1.600000000000000089e+00 0.000000000000000000e+00 2.000000000000000000e+00
1.600000000000000089e+00 1.600000000000000089e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000044e+00 1.699999999999999956e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 1.800000000000000044e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.899999999999999911e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.600000000000000089e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.600000000000000089e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.200000000000000178e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.649999999999999911e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.750000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
1.699999999999999956e+00 1.600000000000000089e+00 1.600000000000000089e+00
1.699999999999999956e+00 0.000000000000000000e+00 2.200000000000000178e+00
1.750000000000000000e+00 1.600000000000000089e+00 2.399999999999999911e+00
1.699999999999999956e+00 1.800000000000000044e+00 1.800000000000000044e+00
1.750000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
1.699999999999999956e+00 2.100000000000000089e+00 2.000000000000000000e+00
1.600000000000000089e+00 1.800000000000000044e+00 1.800000000000000044e+00
1.699999999999999956e+00 2.000000000000000000e+00 1.800000000000000044e+00
1.649999999999999911e+00 1.899999999999999911e+00 1.800000000000000044e+00
1.649999999999999911e+00 1.899999999999999911e+00 2.000000000000000000e+00
1.699999999999999956e+00 1.800000000000000044e+00 1.800000000000000044e+00
1.550000000000000044e+00 1.800000000000000044e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.600000000000000089e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.200000000000000178e+00
0.000000000000000000e+00 1.800000000000000044e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 1.800000000000000044e+00
1.550000000000000044e+00 1.600000000000000089e+00 2.000000000000000000e+00
1.600000000000000089e+00 1.699999999999999956e+00 1.600000000000000089e+00
1.649999999999999911e+00 1.800000000000000044e+00 0.000000000000000000e+00
1.649999999999999911e+00 1.800000000000000044e+00 0.000000000000000000e+00
1.750000000000000000e+00 1.699999999999999956e+00 1.800000000000000044e+00
1.750000000000000000e+00 1.600000000000000089e+00 1.600000000000000089e+00
1.750000000000000000e+00 1.600000000000000089e+00 1.800000000000000044e+00
1.649999999999999911e+00 1.800000000000000044e+00 2.200000000000000178e+00
1.550000000000000044e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 1.699999999999999956e+00 1.800000000000000044e+00
0.000000000000000000e+00 1.899999999999999911e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
1.550000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.699999999999999956e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000089e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
1.550000000000000044e+00 1.800000000000000044e+00 1.800000000000000044e+00
1.600000000000000089e+00 1.899999999999999911e+00 2.200000000000000178e+00
1.600000000000000089e+00 1.899999999999999911e+00 2.200000000000000178e+00
1.649999999999999911e+00 1.899999999999999911e+00 2.000000000000000000e+00
1.750000000000000000e+00 2.000000000000000000e+00 1.800000000000000044e+00
1.750000000000000000e+00 1.800000000000000044e+00 2.000000000000000000e+00
1.750000000000000000e+00 1.800000000000000044e+00 1.800000000000000044e+00
1.750000000000000000e+00 1.699999999999999956e+00 0.000000000000000000e+00
1.850000000000000089e+00 2.000000000000000000e+00 1.600000000000000089e+00
2.000000000000000000e+00 2.000000000000000000e+00 1.600000000000000089e+00
1.850000000000000089e+00 1.699999999999999956e+00 2.000000000000000000e+00
1.850000000000000089e+00 1.600000000000000089e+00 2.200000000000000178e+00
1.699999999999999956e+00 1.600000000000000089e+00 2.000000000000000000e+00
1.800000000000000044e+00 1.800000000000000044e+00 1.600000000000000089e+00
1.750000000000000000e+00 2.000000000000000000e+00 1.600000000000000089e+00
1.600000000000000089e+00 1.899999999999999911e+00 1.600000000000000089e+00
1.649999999999999911e+00 1.899999999999999911e+00 1.800000000000000044e+00
1.600000000000000089e+00 1.699999999999999956e+00 1.800000000000000044e+00
1.699999999999999956e+00 1.600000000000000089e+00 2.200000000000000178e+00
1.750000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
1.699999999999999956e+00 0.000000000000000000e+00 1.600000000000000089e+00
1.550000000000000044e+00 1.699999999999999956e+00 0.000000000000000000e+00
1.600000000000000089e+00 1.600000000000000089e+00 0.000000000000000000e+00
1.550000000000000044e+00 1.600000000000000089e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000089e+00 0.000000000000000000e+00 1.600000000000000089e+00
1.550000000000000044e+00 0.000000000000000000e+00 1.800000000000000044e+00
1.550000000000000044e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 1.699999999999999956e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.699999999999999956e+00 1.699999999999999956e+00 0.000000000000000000e+00
1.699999999999999956e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000089e+00 1.600000000000000089e+00 2.000000000000000000e+00
1.550000000000000044e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.600000000000000089e+00 2.399999999999999911e+00
0.000000000000000000e+00 1.899999999999999911e+00 1.800000000000000044e+00
0.000000000000000000e+00 2.200000000000000178e+00 1.800000000000000044e+00
0.000000000000000000e+00 2.100000000000000089e+00 1.800000000000000044e+00
0.000000000000000000e+00 1.800000000000000044e+00 2.399999999999999911e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000044e+00 1.800000000000000044e+00
0.000000000000000000e+00 1.600000000000000089e+00 1.800000000000000044e+00
0.000000000000000000e+00 1.600000000000000089e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000044e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
